TIMESTAMP,CLOSE,HIGH,LOW,OPEN,VOLUME
2016-11-08 08:30:00,783.04,783.49,783.04,783.4,22498
2016-11-08 08:35:00,782.45,783.4,780.83,783.32,9326
2016-11-08 08:40:00,784.22,784.22,781.801,782.21,15045
2016-11-08 08:45:00,783.375,784.72,783.01,783.86,14001
2016-11-08 08:50:00,782.145,783.49,782.0,783.2,13103
2016-11-08 08:55:00,780.465,782.2,780.315,782.01,16554
2016-11-08 09:00:00,781.155,781.43,780.19,780.4,9516
2016-11-08 09:05:00,781.985,782.08,780.86,780.86,9603
2016-11-08 09:10:00,782.28,783.07,781.76,781.9388,10067
2016-11-08 09:15:00,781.35,782.4069,781.35,781.86,6464
2016-11-08 09:20:00,782.01,782.33,781.15,781.155,5275
2016-11-08 09:25:00,782.5595,782.6135,781.815,782.125,20967
2016-11-08 09:30:00,782.8878,783.0,782.0701,782.34,4220
2016-11-08 09:35:00,783.59,784.0,782.8354,783.03,9349
2016-11-08 09:40:00,784.31,784.49,783.47,783.47,3057
2016-11-08 09:45:00,783.5,784.35,783.5,784.14,4100
2016-11-08 09:50:00,784.38,784.47,783.33,783.33,7235
2016-11-08 09:55:00,785.31,785.36,784.19,784.47,12913
2016-11-08 10:00:00,786.06,786.25,785.25,785.25,8129
2016-11-08 10:05:00,786.5,786.89,785.71,786.23,14647
2016-11-08 10:10:00,787.7899,787.7899,786.5932,786.5932,7499
2016-11-08 10:15:00,788.88,788.88,787.19,787.79,8266
2016-11-08 10:20:00,789.355,790.0,788.82,788.9,12873
2016-11-08 10:25:00,789.0,790.145,788.88,789.33,9185
2016-11-08 10:30:00,789.419,789.65,788.41,788.93,16208
2016-11-08 10:35:00,790.2,790.49,788.8,789.18,5068
2016-11-08 10:40:00,790.0210000000001,790.57,789.9586,790.14,4159
2016-11-08 10:45:00,790.8,791.0,789.78,790.09,8766
2016-11-08 10:50:00,789.805,790.82,789.32,790.7213,3850
2016-11-08 10:55:00,790.53,790.53,789.57,789.57,1813
2016-11-08 11:00:00,791.0,791.27,789.95,790.12,10298
2016-11-08 11:05:00,792.07,792.37,791.11,791.11,10593
2016-11-08 11:10:00,792.61,792.98,792.2,792.3560000000001,10009
2016-11-08 11:15:00,792.72,792.79,792.03,792.4768,9421
2016-11-08 11:20:00,793.62,793.67,792.405,792.405,9807
2016-11-08 11:25:00,793.73,794.02,793.21,793.425,10343
2016-11-08 11:30:00,793.19,794.04,792.9866,793.98,10278
2016-11-08 11:35:00,791.84,793.204,791.84,793.1139999999999,6807
2016-11-08 11:40:00,792.36,792.36,791.69,791.94,5445
2016-11-08 11:45:00,793.3,793.31,792.2,792.2,4319
2016-11-08 11:50:00,793.66,793.67,792.9859,792.9859,3944
2016-11-08 11:55:00,793.7777,794.0,793.22,793.68,9847
2016-11-08 12:00:00,795.0947,795.633,793.9134,794.0,13132
2016-11-08 12:05:00,794.255,795.34,793.76,795.34,14753
2016-11-08 12:10:00,792.3501,794.59,792.3501,794.427,12543
2016-11-08 12:15:00,792.345,793.42,792.32,792.87,26976
2016-11-08 12:20:00,791.88,792.26,791.51,792.07,9353
2016-11-08 12:25:00,791.94,792.12,791.39,791.87,8875
2016-11-08 12:30:00,793.48,793.48,791.96,791.96,8272
2016-11-08 12:35:00,794.01,794.27,792.76,793.11,8351
2016-11-08 12:40:00,793.12,794.23,792.92,793.75,12569
2016-11-08 12:45:00,793.058,793.63,793.0,793.0,13051
2016-11-08 12:50:00,792.615,793.22,792.36,793.06,3432
2016-11-08 12:55:00,792.29,793.35,792.08,792.36,7761
2016-11-08 13:00:00,792.5419999999999,792.5419999999999,792.23,792.26,2295
2016-11-08 13:05:00,791.81,792.43,791.0018,792.39,4998
2016-11-08 13:10:00,791.63,792.18,791.5301,791.93,8215
2016-11-08 13:15:00,789.695,791.67,789.68,791.63,13116
2016-11-08 13:20:00,789.95,790.05,789.2758,789.965,6432
2016-11-08 13:25:00,790.27,791.08,789.66,789.74,5635
2016-11-08 13:30:00,791.02,791.02,790.02,790.18,8714
2016-11-08 13:35:00,790.73,791.28,790.475,790.802,5280
2016-11-08 13:40:00,791.7,791.76,790.64,790.64,9717
2016-11-08 13:45:00,791.2775,791.94,791.0,791.8,7550
2016-11-08 13:50:00,791.98,792.02,790.73,791.22,9851
2016-11-08 13:55:00,792.29,792.38,791.54,792.122,7713
2016-11-08 14:00:00,791.73,792.35,791.54,792.26,8300
2016-11-08 14:05:00,791.68,792.1272,791.51,791.945,4677
2016-11-08 14:10:00,792.46,792.46,791.52,791.6,12979
2016-11-08 14:15:00,792.11,792.41,791.74,792.3,4600
2016-11-08 14:20:00,791.63,792.35,791.27,792.13,5200
2016-11-08 14:25:00,792.48,792.48,791.8055,791.8055,4794
2016-11-08 14:30:00,792.44,792.74,792.18,792.49,6755
2016-11-08 14:35:00,793.8015,794.0,792.17,792.6443,19524
2016-11-08 14:40:00,793.59,794.27,793.31,793.58,15490
2016-11-08 14:45:00,792.32,793.62,791.905,793.305,15700
2016-11-08 14:50:00,792.1301,793.64,792.1010000000001,792.36,16142
2016-11-08 14:55:00,790.42,792.95,790.11,792.13,18883
2016-11-08 15:00:00,790.51,791.25,789.29,790.63,94912
2016-11-09 08:30:00,779.24,779.99,779.2,779.94,72354
2016-11-09 08:35:00,777.5058,783.25,775.55,779.2,134567
2016-11-09 08:40:00,775.0,779.9,774.85,777.42,81295
2016-11-09 08:45:00,777.22,777.699,771.67,775.505,87145
2016-11-09 08:50:00,783.16,784.95,777.25,777.48,41321
2016-11-09 08:55:00,784.8697,785.7489999999999,782.68,782.88,46784
2016-11-09 09:00:00,783.865,785.285,781.6601,784.8624,30388
2016-11-09 09:05:00,779.15,784.35,779.15,784.35,19478
2016-11-09 09:10:00,776.7,780.01,775.7756,779.05,35754
2016-11-09 09:15:00,778.3,778.85,776.07,776.63,27822
2016-11-09 09:20:00,776.75,778.85,776.715,778.3,39444
2016-11-09 09:25:00,777.8,778.2399,776.23,776.63,21491
2016-11-09 09:30:00,779.0,779.6,777.91,777.91,22459
2016-11-09 09:35:00,775.15,778.9789999999999,775.06,778.45,30360
2016-11-09 09:40:00,778.195,778.2,774.8252,775.57,23601
2016-11-09 09:45:00,775.6682,778.04,775.6682,777.72,18729
2016-11-09 09:50:00,775.09,775.975,774.47,775.975,14346
2016-11-09 09:55:00,779.87,779.87,775.0,775.0,34906
2016-11-09 10:00:00,780.44,781.295,778.4901,779.27,30258
2016-11-09 10:05:00,781.62,781.909,779.79,779.79,12012
2016-11-09 10:10:00,779.01,781.26,779.01,781.26,22949
2016-11-09 10:15:00,780.0977,781.0,779.2189999999999,779.49,17029
2016-11-09 10:20:00,781.43,782.43,780.02,780.11,9822
2016-11-09 10:25:00,781.02,782.3634,781.02,781.6498,10750
2016-11-09 10:30:00,782.13,782.4,779.71,781.327,11602
2016-11-09 10:35:00,789.46,789.46,782.5,782.69,30688
2016-11-09 10:40:00,788.47,791.2265,787.77,789.55,26121
2016-11-09 10:45:00,789.0384,789.4195,788.08,788.65,13014
2016-11-09 10:50:00,790.0,790.0,788.13,789.2019,14831
2016-11-09 10:55:00,789.44,791.12,789.0001,790.0,17156
2016-11-09 11:00:00,785.93,789.6407,785.9,789.54,22438
2016-11-09 11:05:00,785.5,787.4026,785.5,785.9301,18957
2016-11-09 11:10:00,782.6,785.9789999999999,782.33,785.14,16540
2016-11-09 11:15:00,784.7202,785.61,782.96,782.96,13167
2016-11-09 11:20:00,786.32,786.8505,784.82,784.83,9785
2016-11-09 11:25:00,787.02,787.28,785.95,786.19,10952
2016-11-09 11:30:00,786.09,787.05,784.74,787.0386,8661
2016-11-09 11:35:00,786.91,787.0,785.056,785.5,5153
